Palo Alto,"Palo Alto County, Iowa",Iowa,15891,14736,13289,12721,10669,9745,9077,9208
Plymouth,"Plymouth County, Iowa",Iowa,23252,23906,24312,24743,23388,24470,24637,24853
Pocahontas,"Pocahontas County, Iowa",Iowa,15496,14234,12729,11369,9525,8500,7169,7127
Polk,"Polk County, Iowa",Iowa,226010,266315,286101,303170,327140,365671,421284,452369
Pottawattamie,"Pottawattamie County, Iowa",Iowa,69682,83102,86991,86561,82628,86028,91082,93213
Poweshiek,"Poweshiek County, Iowa",Iowa,19344,19300,18803,19306,19033,17357,17287,18705
Ringgold,"Ringgold County, Iowa",Iowa,9528,7910,6373,6112,5420,5318,4952,5061
Sac,"Sac County, Iowa",Iowa,17518,17007,15573,14118,12324,11242,10127,10101
Scott,"Scott County, Iowa",Iowa,100698,119067,142687,160022,150979,155392,161890,169994
Shelby,"Shelby County, Iowa",Iowa,15942,15825,15528,15043,13230,12874,11947,11992
Sioux,"Sioux County, Iowa",Iowa,26381,26375,27996,30813,29903,28941,31294,34509
Story,"Story County, Iowa",Iowa,44294,49327,62783,72326,74252,70369,81368,93586
Tama,"Tama County, Iowa",Iowa,21688,21413,20147,19533,17419,17609,17368,17479
Taylor,"Taylor County, Iowa",Iowa,12420,10288,8790,8353,7114,6776,6221,6213
Union,"Union County, Iowa",Iowa,15651,13712,13557,13858,12750,12017,12182,12575
Van Buren,"Van Buren County, Iowa",Iowa,11007,9778,8643,8626,7676,7682,7473,7432
Wapello,"Wapello County, Iowa",Iowa,47397,46126,42149,40241,35687,35014,34758,35315
Warren,"Warren County, Iowa",Iowa,17758,20829,27432,34878,36033,38956,44483,47542
Washington,"Washington County, Iowa",Iowa,19557,19406,18967,20141,19612,20167,21394,22017
Wayne,"Wayne County, Iowa",Iowa,11737,9800,8405,8199,7067,6598,6312,6384
Webster,"Webster County, Iowa",Iowa,44241,47810,48391,45953,40342,37763,35386,37295
Winnebago,"Winnebago County, Iowa",Iowa,13450,13099,12990,13010,12122,11194,10378,10614
Winneshiek,"Winneshiek County, Iowa",Iowa,21639,21651,21758,21876,20847,19017,18768,20884
Woodbury,"Woodbury County, Iowa",Iowa,103917,107849,103052,100884,98276,101115,99536,102530
Worth,"Worth County, Iowa",Iowa,11068,10259,8968,9075,7991,7789,7508,7563
Wright,"Wright County, Iowa",Iowa,19652,19447,17294,16319,14269,14022,13031,12936
Allen,"Allen County, Kansas",Kansas,18187,16369,15043,15654,14638,14028,12989,13081
Anderson,"Anderson County, Kansas",Kansas,10267,9035,8501,8749,7803,7983,7999,7896
Atchison,"Atchison County, Kansas",Kansas,21496,20898,19165,18397,16932,15721,15549,16633
Barber,"Barber County, Kansas",Kansas,8521,8713,7016,6548,5874,5242,4821,4770
Barton,"Barton County, Kansas",Kansas,29909,32368,30663,31343,29382,27433,27002,27399
Bourbon,"Bourbon County, Kansas",Kansas,19153,16090,15215,15969,14966,15055,14764,14812
Brown,"Brown County, Kansas",Kansas,14651,13229,11685,11955,11128,10522,9868,9880
Butler,"Butler County, Kansas",Kansas,31001,38395,38658,44782,50580,57472,63571,66092
Chase,"Chase County, Kansas",Kansas,4831,3921,3408,3309,3021,2917,2645,2722
Chautauqua,"Chautauqua County, Kansas",Kansas,7376,5956,4642,5016,4407,4205,3590,3520
Cherokee,"Cherokee County, Kansas",Kansas,25144,22279,21549,22304,21374,22270,21401,20952
Cheyenne,"Cheyenne County, Kansas",Kansas,5668,4708,4256,3678,3243,3111,2677,2682
Clark,"Clark County, Kansas",Kansas,3946,3396,2896,2599,2418,2344,2158,2145
Clay,"Clay County, Kansas",Kansas,11697,10675,9890,9802,9158,8657,8395,8421
Cloud,"Cloud County, Kansas",Kansas,16104,14407,13466,12494,11023,9606,9035,9339
Coffey,"Coffey County, Kansas",Kansas,10408,8403,7397,9370,8404,8695,8471,8458
Comanche,"Comanche County, Kansas",Kansas,3888,3271,2702,2554,2313,1897,1826,2010
Cowley,"Cowley County, Kansas",Kansas,36905,37861,35012,36824,36915,34483,34307,36079
Crawford,"Crawford County, Kansas",Kansas,40231,37032,37850,37916,35568,36428,37361,39304
Decatur,"Decatur County, Kansas",Kansas,6185,5778,4988,4509,4021,3351,2880,2905
Dickinson,"Dickinson County, Kansas",Kansas,21190,21572,19993,20175,18958,19006,19447,19516
Doniphan,"Doniphan County, Kansas",Kansas,10499,9574,9107,9268,8134,7858,7518,7859
Douglas,"Douglas County, Kansas",Kansas,34086,43720,57932,67640,81798,91248,102034,114967
Edwards,"Edwards County, Kansas",Kansas,5936,5118,4581,4271,3787,3388,3002,2991
Elk,"Elk County, Kansas",Kansas,6679,5048,3858,3918,3327,3175,2842,2683
Ellis,"Ellis County, Kansas",Kansas,19043,21270,24730,26098,26004,26248,27419,28993
Ellsworth,"Ellsworth County, Kansas",Kansas,8465,7677,6146,6640,6586,5699,5514,6410
Finney,"Finney County, Kansas",Kansas,15092,16093,18947,23825,33070,39951,36228,37133
Ford,"Ford County, Kansas",Kansas,19670,20938,22587,24315,27463,31676,33140,34714
Franklin,"Franklin County, Kansas",Kansas,19928,19548,20007,22062,21994,24192,25514,25753
Geary,"Geary County, Kansas",Kansas,21671,28779,28111,29852,30453,27336,33515,36787
Gove,"Gove County, Kansas",Kansas,4447,4107,3940,3726,3231,3015,2639,2735
Graham,"Graham County, Kansas",Kansas,5020,5586,4751,3995,3543,2877,2557,2593
Grant,"Grant County, Kansas",Kansas,4638,5269,5961,6977,7159,7838,7750,7816
Gray,"Gray County, Kansas",Kansas,4894,4380,4516,5138,5396,5763,5928,6065
Greeley,"Greeley County, Kansas",Kansas,2010,2087,1819,1845,1774,1507,1221,1224
Greenwood,"Greenwood County, Kansas",Kansas,13574,11253,9141,8764,7847,7482,6599,6393
Hamilton,"Hamilton County, Kansas",Kansas,3696,3144,2747,2514,2388,2627,2690,2586
Harper,"Harper County, Kansas",Kansas,10263,9541,7871,7778,7124,6368,5905,5861
Harvey,"Harvey County, Kansas",Kansas,21698,25865,27236,30531,31028,31429,33373,34835
Haskell,"Haskell County, Kansas",Kansas,2606,2990,3672,3814,3886,4272,4223,4130
Hodgeman,"Hodgeman County, Kansas",Kansas,3310,3115,2662,2269,2177,2050,1902,1939
Jackson,"Jackson County, Kansas",Kansas,11098,10309,10342,11644,11525,12426,13329,13400
Jefferson,"Jefferson County, Kansas",Kansas,11084,11252,11945,15207,15905,18167,18891,18898
Jewell,"Jewell County, Kansas",Kansas,9698,7217,6099,5241,4251,3746,3050,3038
Johnson,"Johnson County, Kansas",Kansas,62783,143792,217662,270269,355054,446108,539013,566814
Kearny,"Kearny County, Kansas",Kansas,3492,3108,3047,3435,4027,4486,3896,3952
Kingman,"Kingman County, Kansas",Kansas,10324,9958,8886,8960,8292,8475,7668,7790
Kiowa,"Kiowa County, Kansas",Kansas,4743,4626,4088,4046,3660,3170,2404,2536
Labette,"Labette County, Kansas",Kansas,29285,26805,25775,25682,23693,21978,21127,21048
Lane,"Lane County, Kansas",Kansas,2808,3060,2707,2472,2375,2132,1747,1674
Leavenworth,"Leavenworth County, Kansas",Kansas,42361,48524,53340,54809,64371,62056,69666,78227
Lincoln,"Lincoln County, Kansas",Kansas,6643,5556,4582,4145,3653,3502,3191,3154
Linn,"Linn County, Kansas",Kansas,10053,8274,7770,8234,8254,9439,9593,9528
Logan,"Logan County, Kansas",Kansas,4206,4036,3814,3478,3081,2989,2715,2793
Lyon,"Lyon County, Kansas",Kansas,26576,26928,32071,35108,34732,34322,32246,33462
McPherson,"McPherson County, Kansas",Kansas,23670,24285,24778,26855,27268,27917,28255,29252
Marion,"Marion County, Kansas",Kansas,16307,15143,13935,13522,12888,12596,11937,12290
Marshall,"Marshall County, Kansas",Kansas,17926,15598,13139,12787,11705,10721,9953,10005
Meade,"Meade County, Kansas",Kansas,5710,5505,4912,4788,4247,4517,4456,4383
Miami,"Miami County, Kansas",Kansas,19698,19884,19254,21618,23466,27605,32142,32688
Mitchell,"Mitchell County, Kansas",Kansas,10320,8866,8010,8117,7203,6587,6127,6296
Montgomery,"Montgomery County, Kansas",Kansas,46487,45007,39949,42281,38816,35352,34359,34184
Morris,"Morris County, Kansas",Kansas,8485,7392,6432,6419,6198,6029,5857,5750
Morton,"Morton County, Kansas",Kansas,2610,3354,3576,3454,3480,3439,3150,3106
Nemaha,"Nemaha County, Kansas",Kansas,14341,12897,11825,11211,10446,10219,9919,10159
Neosho,"Neosho County, Kansas",Kansas,20348,19455,18812,18967,17035,16519,16062,16423
Ness,"Ness County, Kansas",Kansas,6322,5470,4791,4498,4033,3375,3037,3077
Norton,"Norton County, Kansas",Kansas,8808,8035,7279,6689,5947,5163,4849,5590
Osage,"Osage County, Kansas",Kansas,12811,12886,13352,15319,15248,16479,16101,16080
Osborne,"Osborne County, Kansas",Kansas,8558,7506,6416,5959,4867,4333,3758,3782
Ottawa,"Ottawa County, Kansas",Kansas,7265,6779,6183,5971,5634,5972,5993,6048
Pawnee,"Pawnee County, Kansas",Kansas,11041,10254,8484,8065,7555,6329,5947,6911
Phillips,"Phillips County, Kansas",Kansas,9273,8709,7888,7406,6590,5858,5574,5501
Pottawatomie,"Pottawatomie County, Kansas",Kansas,12344,11957,11755,14782,16128,17927,21305,22625
Pratt,"Pratt County, Kansas",Kansas,12156,12122,10056,10275,9702,9322,9276,9739
Rawlins,"Rawlins County, Kansas",Kansas,5728,5279,4393,4105,3404,2910,2479,2545
Reno,"Reno County, Kansas",Kansas,54058,59055,60765,64983,62389,61537,61382,64058
Republic,"Republic County, Kansas",Kansas,11478,9768,8498,7569,6482,5695,4877,4806
Rice,"Rice County, Kansas",Kansas,15635,13909,12320,11900,10610,9882,9435,10014
Riley,"Riley County, Kansas",Kansas,33405,41914,56788,63505,67139,53529,61988,75022
Rooks,"Rooks County, Kansas",Kansas,9043,9734,7628,7006,6039,5488,5109,5186
Rush,"Rush County, Kansas",Kansas,7231,6160,5117,4516,3842,3463,3240,3184
Russell,"Russell County, Kansas",Kansas,13406,11348,9428,8868,7835,7161,6881,6988
Saline,"Saline County, Kansas",Kansas,33409,54715,46592,48905,49301,52154,54141,55735
Scott,"Scott County, Kansas",Kansas,4921,5228,5606,5782,5289,5034,4831,4928
Sedgwick,"Sedgwick County, Kansas",Kansas,222290,343231,350694,366531,403662,446591,491113,506529
Seward,"Seward County, Kansas",Kansas,9972,15930,15744,17071,18743,22096,22476,23274
Shawnee,"Shawnee County, Kansas",Kansas,105418,141286,155322,154916,160976,164975,173537,178792
Sheridan,"Sheridan County, Kansas",Kansas,4607,4267,3859,3544,3043,2769,2523,2531
Sherman,"Sherman County, Kansas",Kansas,7373,6682,7792,7759,6926,6626,5908,6054
Smith,"Smith County, Kansas",Kansas,8846,7776,6757,5947,5078,4427,3797,3740
Stafford,"Stafford County, Kansas",Kansas,8816,7451,5943,5694,5365,4710,4368,4320
Stanton,"Stanton County, Kansas",Kansas,2263,2108,2287,2339,2333,2351,2188,2149
Stevens,"Stevens County, Kansas",Kansas,4516,4400,4198,4736,5048,5403,5652,5772
Sumner,"Sumner County, Kansas",Kansas,23646,25316,23553,24928,25841,25538,23723,23638
Thomas,"Thomas County, Kansas",Kansas,7572,7358,7501,8451,8258,7899,7547,7925
Trego,"Trego County, Kansas",Kansas,5868,5473,4436,4165,3694,3210,2937,2951
Wabaunsee,"Wabaunsee County, Kansas",Kansas,7212,6648,6397,6867,6603,6773,6963,6997
Wallace,"Wallace County, Kansas",Kansas,2508,2069,2215,2045,1821,1724,1466,1595
Washington,"Washington County, Kansas",Kansas,12977,10739,9249,8543,7073,6279,5685,5686
Wichita,"Wichita County, Kansas",Kansas,2640,2765,3274,3041,2758,2506,2208,2204
Wilson,"Wilson County, Kansas",Kansas,14815,13077,11317,12128,10289,10094,9288,9061
Woodson,"Woodson County, Kansas",Kansas,6711,5423,4789,4600,4116,3674,3270,3211
Wyandotte,"Wyandotte County, Kansas",Kansas,165318,185495,186845,172335,161993,156290,156170,160806
Adair,"Adair County, Kentucky",Kentucky,17603,14699,13037,15233,15360,16492,17601,18852
Allen,"Allen County, Kentucky",Kentucky,13787,12269,12598,14128,14628,17595,19759,20355
Anderson,"Anderson County, Kentucky",Kentucky,8984,8618,9358,12567,14571,18970,21313,21761
Ballard,"Ballard County, Kentucky",Kentucky,8545,8291,8276,8798,7902,8126,8122,8256
Barren,"Barren County, Kentucky",Kentucky,28461,28303,28677,34009,34001,37399,41471,42925
Bath,"Bath County, Kentucky",Kentucky,10410,9114,9235,10025,9692,10970,11488,11978
Bell,"Bell County, Kentucky",Kentucky,47602,35336,31087,34330,31506,29284,27739,27950
Boone,"Boone County, Kentucky",Kentucky,13015,21940,32812,45842,57589,85403,117976,124617
Bourbon,"Bourbon County, Kentucky",Kentucky,17752,18178,18476,19405,19236,19161,19749,20013
Boyd,"Boyd County, Kentucky",Kentucky,49949,52163,52376,55513,51150,47675,47204,48917
Boyle,"Boyle County, Kentucky",Kentucky,20532,21257,21090,25066,25641,25171,26131,29388
Bracken,"Bracken County, Kentucky",Kentucky,8424,7422,7227,7738,7766,8225,8447,8425
Breathitt,"Breathitt County, Kentucky",Kentucky,19964,15490,14221,17004,15703,15700,13556,13591
Breckinridge,"Breckinridge County, Kentucky",Kentucky,15528,14734,14789,16861,16312,18375,19758,20061
Bullitt,"Bullitt County, Kentucky",Kentucky,11349,15726,26090,43346,47567,61005,73979,76961
Butler,"Butler County, Kentucky",Kentucky,11309,9586,9723,11064,11245,12772,12487,12835
Caldwell,"Caldwell County, Kentucky",Kentucky,13199,13073,13179,13473,13232,12827,12836,12826
Calloway,"Calloway County, Kentucky",Kentucky,20147,20972,27692,30031,30735,31181,34239,38106
Campbell,"Campbell County, Kentucky",Kentucky,76196,86803,88501,83317,83866,86575,87373,91475
Carlisle,"Carlisle County, Kentucky",Kentucky,6206,5608,5354,5487,5238,5292,5044,4984
Carroll,"Carroll County, Kentucky",Kentucky,8517,7978,8523,9270,9292,9905,10486,10830
Carter,"Carter County, Kentucky",Kentucky,22559,20817,19850,25060,24340,26264,27094,27326
Casey,"Casey County, Kentucky",Kentucky,17446,14327,12930,14818,14211,15250,15475,15954
Christian,"Christian County, Kentucky",Kentucky,42359,56904,56224,66878,68941,66182,68566,74159
Clark,"Clark County, Kentucky",Kentucky,18898,21075,24090,28322,29496,32721,35155,35657
Clay,"Clay County, Kentucky",Kentucky,23116,20748,18481,22752,21746,22377,19490,21300
Clinton,"Clinton County, Kentucky",Kentucky,10605,8886,8174,9321,9135,9571,10136,10188
Crittenden,"Crittenden County, Kentucky",Kentucky,10818,8648,8493,9207,9196,9253,9105,9222
Cumberland,"Cumberland County, Kentucky",Kentucky,9309,7835,6850,7289,6784,7039,6770,6807
Daviess,"Daviess County, Kentucky",Kentucky,57241,70588,79486,85949,87189,88950,94075,98173
Edmonson,"Edmonson County, Kentucky",Kentucky,9376,8085,8751,9962,10357,11484,11838,12105
Elliott,"Elliott County, Kentucky",Kentucky,7085,6330,5933,6908,6455,6691,6791,7725
Estill,"Estill County, Kentucky",Kentucky,14677,12466,12752,14495,14614,15168,14554,14476
Fayette,"Fayette County, Kentucky",Kentucky,100746,131906,174323,204165,225366,247789,282999,308306
Fleming,"Fleming County, Kentucky",Kentucky,11962,10890,11366,12323,12292,13671,14326,14544
Floyd,"Floyd County, Kentucky",Kentucky,53500,41642,35889,48764,43586,41398,38661,38649
Franklin,"Franklin County, Kentucky",Kentucky,25933,29421,34481,41830,43781,45862,47224,49778
Fulton,"Fulton County, Kentucky",Kentucky,13668,11256,10183,8971,8271,7494,6368,6422
Gallatin,"Gallatin County, Kentucky",Kentucky,3969,3867,4134,4842,5393,7764,8504,8567
Garrard,"Garrard County, Kentucky",Kentucky,11029,9747,9457,10853,11579,14694,16803,16976
Grant,"Grant County, Kentucky",Kentucky,9809,9489,9999,13308,15737,22205,24205,24670
Graves,"Graves County, Kentucky",Kentucky,31364,30021,30939,34049,33550,36263,36573,37502
Grayson,"Grayson County, Kentucky",Kentucky,17063,15834,16445,20854,21050,23729,24978,26001
Green,"Green County, Kentucky",Kentucky,11261,11249,10350,11043,10371,11357,11145,11149
Greenup,"Greenup County, Kentucky",Kentucky,24887,29238,33192,39132,36742,36444,36456,36477
Hancock,"Hancock County, Kentucky",Kentucky,6009,5330,7080,7742,7864,8320,8475,8669
Hardin,"Hardin County, Kentucky",Kentucky,50312,67789,78421,88917,89240,90251,102287,107529
Harlan,"Harlan County, Kentucky",Kentucky,71751,51107,37370,41889,36574,32825,28651,28400
Harrison,"Harrison County, Kentucky",Kentucky,13736,13704,14158,15166,16248,17747,18571,18648
Hart,"Hart County, Kentucky",Kentucky,15321,14119,13980,15402,14890,17201,17972,18441
Henderson,"Henderson County, Kentucky",Kentucky,30715,33519,36031,40849,43044,44007,45085,46396
Henry,"Henry County, Kentucky",Kentucky,11394,10987,10910,12740,12823,14999,15336,15455
Hickman,"Hickman County, Kentucky",Kentucky,7778,6747,6264,6065,5566,5111,4690,4720
Hopkins,"Hopkins County, Kentucky",Kentucky,38815,38458,38167,46174,46126,45714,45834,46518
Jackson,"Jackson County, Kentucky",Kentucky,13101,10677,10005,11996,11955,13384,13384,13357
Jefferson,"Jefferson County, Kentucky",Kentucky,484615,610947,695055,685004,664937,680809,726943,755809
Jessamine,"Jessamine County, Kentucky",Kentucky,12458,13625,17430,26146,30508,37245,46807,50328
Johnson,"Johnson County, Kentucky",Kentucky,23846,19748,17539,24432,23248,22929,22828,23350
Kenton,"Kenton County, Kentucky",Kentucky,104254,120700,129440,137058,142031,149598,157388,163007
Knott,"Knott County, Kentucky",Kentucky,20320,17362,14698,17940,17906,17076,15669,16000
Knox,"Knox County, Kentucky",Kentucky,30409,25258,23689,30239,29676,31150,31241,31809
Larue,"Larue County, Kentucky",Kentucky,9956,10346,10672,11922,11679,13159,13880,14149
Laurel,"Laurel County, Kentucky",Kentucky,25797,24901,27386,38982,43438,52046,58150,59751
Lawrence,"Lawrence County, Kentucky",Kentucky,14418,12134,10726,14121,13998,15425,15752,15821
Lee,"Lee County, Kentucky",Kentucky,8739,7420,6587,7754,7422,7203,6871,7119
Leslie,"Leslie County, Kentucky",Kentucky,15537,10941,11623,14882,13642,12291,11083,10997
Letcher,"Letcher County, Kentucky",Kentucky,39522,30102,23165,30687,27000,25052,24276,23671
Lewis,"Lewis County, Kentucky",Kentucky,13520,13115,12355,14545,13029,13880,13731,13790
Lincoln,"Lincoln County, Kentucky",Kentucky,18668,16503,16663,19053,20045,23120,24523,24498
Livingston,"Livingston County, Kentucky",Kentucky,7184,7029,7596,9219,9062,9667,9450,9394
Logan,"Logan County, Kentucky",Kentucky,22335,20896,21793,24138,24416,26258,26558,26851
Lyon,"Lyon County, Kentucky",Kentucky,6853,5924,5562,6490,6624,6537,7191,8402
McCracken,"McCracken County, Kentucky",Kentucky,49137,57306,58281,61310,62879,64180,64376,65408
McCreary,"McCreary County, Kentucky",Kentucky,16660,12463,12548,15634,15603,16651,16195,18001
McLean,"McLean County, Kentucky",Kentucky,10021,9355,9062,10090,9628,9821,9449,9500
Madison,"Madison County, Kentucky",Kentucky,31179,33482,42730,53352,57508,65573,77221,85838
Magoffin,"Magoffin County, Kentucky",Kentucky,13839,11156,10443,13515,13077,13157,13206,12979
Marion,"Marion County, Kentucky",Kentucky,17212,16887,16714,17910,16499,17061,18523,19717
Marshall,"Marshall County, Kentucky",Kentucky,13387,16736,20381,25637,27205,29553,30984,31181
Martin,"Martin County, Kentucky",Kentucky,11677,10201,9377,13925,12526,12494,11272,12631
Mason,"Mason County, Kentucky",Kentucky,18486,18454,17273,17765,16666,16468,17192,17296
Meade,"Meade County, Kentucky",Kentucky,9422,18938,18796,22854,24170,26241,28390,29098
Menifee,"Menifee County, Kentucky",Kentucky,4798,4276,4050,5117,5092,6313,6076,6343
Mercer,"Mercer County, Kentucky",Kentucky,14643,14596,15960,19011,19148,20671,21203,21342
Metcalfe,"Metcalfe County, Kentucky",Kentucky,9851,8367,8177,9484,8963,9910,9978,9985
Monroe,"Monroe County, Kentucky",Kentucky,13770,11799,11642,12353,11401,11625,10820,10765
Montgomery,"Montgomery County, Kentucky",Kentucky,13025,13461,15364,20046,19561,22154,26142,27167
Morgan,"Morgan County, Kentucky",Kentucky,13624,11056,10019,12103,11648,12105,11948,13428
Muhlenberg,"Muhlenberg County, Kentucky",Kentucky,32501,27791,27537,32238,31318,30306,29548,31309
Nelson,"Nelson County, Kentucky",Kentucky,19521,22168,23477,27584,29710,36772,42941,44564
Nicholas,"Nicholas County, Kentucky",Kentucky,7532,6677,6508,7157,6725,6710,7040,7075
Ohio,"Ohio County, Kentucky",Kentucky,20840,17725,18790,21765,21105,22576,23535,24065
Oldham,"Oldham County, Kentucky",Kentucky,11018,13388,14687,27795,33263,42298,55748,63037
Owen,"Owen County, Kentucky",Kentucky,9755,8237,7470,8924,9035,10437,10841,10711
Owsley,"Owsley County, Kentucky",Kentucky,7324,5369,5023,5709,5036,4762,4665,4616
Pendleton,"Pendleton County, Kentucky",Kentucky,9610,9968,9949,10989,12036,14211,14662,14514
Perry,"Perry County, Kentucky",Kentucky,46566,34961,25714,33763,30283,29007,28101,28041
Pike,"Pike County, Kentucky",Kentucky,81154,68264,61059,81123,72583,67790,63924,63434
Powell,"Powell County, Kentucky",Kentucky,6812,6674,7704,11101,11686,13122,12425,12447
Pulaski,"Pulaski County, Kentucky",Kentucky,38452,34403,35234,45803,49489,54997,62101,63635
Robertson,"Robertson County, Kentucky",Kentucky,2881,2443,2163,2265,2124,2196,2225,2208
Rockcastle,"Rockcastle County, Kentucky",Kentucky,13925,12334,12305,13973,14803,16272,16715,16942
Rowan,"Rowan County, Kentucky",Kentucky,12708,12808,17010,19049,20353,18938,20898,23608
Russell,"Russell County, Kentucky",Kentucky,13717,11076,10542,13708,14716,16144,17388,17669
Scott,"Scott County, Kentucky",Kentucky,15141,15376,17948,21813,23867,31593,45857,50178
Shelby,"Shelby County, Kentucky",Kentucky,17912,18493,18999,23328,24824,31849,40378,44290
Simpson,"Simpson County, Kentucky",Kentucky,11678,11548,13054,14673,15145,16169,17000,17704
Spencer,"Spencer County, Kentucky",Kentucky,6157,5680,5488,5929,6801,11647,16948,17577
Taylor,"Taylor County, Kentucky",Kentucky,14403,16285,17138,21178,21146,22255,23477,24993
Todd,"Todd County, Kentucky",Kentucky,12890,11364,10823,11874,10940,11845,12265,12524
Trigg,"Trigg County, Kentucky",Kentucky,9683,8870,8620,9384,10361,12486,14261,14250
Trimble,"Trimble County, Kentucky",Kentucky,5148,5102,5349,6253,6090,8070,8768,8783
Union,"Union County, Kentucky",Kentucky,14893,14537,15882,17821,16557,14248,13636,15138
Warren,"Warren County, Kentucky",Kentucky,42758,45491,57432,71828,76673,86963,107582,118950
Washington,"Washington County, Kentucky",Kentucky,12777,11168,10728,10764,10441,10581,11328,11910
Wayne,"Wayne County, Kentucky",Kentucky,16475,14700,14268,17022,17468,19739,20482,20655
Webster,"Webster County, Kentucky",Kentucky,15555,14244,13282,14832,13955,13863,13228,13357
Whitley,"Whitley County, Kentucky",Kentucky,31940,25815,24145,33396,33326,34660,34047,35794
Wolfe,"Wolfe County, Kentucky",Kentucky,7615,6534,5669,6698,6503,6913,7223,7261
Woodford,"Woodford County, Kentucky",Kentucky,11212,11913,14434,17778,19955,22842,24610,25317
Acadia,"Acadia Parish, Louisiana",Louisiana,47050,49931,52109,56427,55882,57879,60723,62163
Allen,"Allen Parish, Louisiana",Louisiana,18835,19867,20794,21390,21226,21258,21564,25653
Ascension,"Ascension Parish, Louisiana",Louisiana,22387,27927,37086,50068,58214,75981,106425,114738
Assumption,"Assumption Parish, Louisiana",Louisiana,17278,17991,19654,22084,22753,23188,23222,23057
Avoyelles,"Avoyelles Parish, Louisiana",Louisiana,38031,37606,37751,41393,39159,38379,38730,41389
Beauregard,"Beauregard Parish, Louisiana",Louisiana,17766,19191,22888,29692,30083,31796,34354,36259
Bienville,"Bienville Parish, Louisiana",Louisiana,19105,16726,16024,16387,15979,15379,14034,13977
Bossier,"Bossier Parish, Louisiana",Louisiana,40139,57622,64519,80721,86088,96225,115018,123403
Caddo,"Caddo Parish, Louisiana",Louisiana,176547,223859,230184,252358,248253,245764,248722,254742
Calcasieu,"Calcasieu Parish, Louisiana",Louisiana,89635,145475,145415,167223,168134,179030,188972,195887
Caldwell,"Caldwell Parish, Louisiana",Louisiana,10293,9004,9354,10761,9810,9852,9548,9990
Cameron,"Cameron Parish, Louisiana",Louisiana,6244,6909,8194,9336,9260,9926,6839,6706
Catahoula,"Catahoula Parish, Louisiana",Louisiana,11834,11421,11769,12287,11065,10412,9541,10247
Claiborne,"Claiborne Parish, Louisiana",Louisiana,25063,19407,17024,17095,17405,15686,14278,16639
Concordia,"Concordia Parish, Louisiana",Louisiana,14398,20467,22578,22981,20828,19558,19337,20449
De Soto,"De Soto Parish, Louisiana",Louisiana,24398,24248,22764,25727,25346,25172,26441,26965
East Baton Rouge,"East Baton Rouge Parish, Louisiana",Louisiana,158236,230058,285167,366191,380105,398268,429066,444690
East Carroll,"East Carroll Parish, Louisiana",Louisiana,16302,14433,12884,11772,9709,8364,6692,7501
East Feliciana,"East Feliciana Parish, Louisiana",Louisiana,19133,20198,17657,19015,19211,18508,17876,19855
Evangeline,"Evangeline Parish, Louisiana",Louisiana,31629,31639,31932,33343,33274,33662,32605,33768
Franklin,"Franklin Parish, Louisiana",Louisiana,29376,26088,23946,24141,22387,20474,20035,20550
Grant,"Grant Parish, Louisiana",Louisiana,14263,13330,13671,16703,17526,18479,19372,22362
Iberia,"Iberia Parish, Louisiana",Louisiana,40059,51657,57397,63752,68297,71651,72296,73938
Iberville,"Iberville Parish, Louisiana",Louisiana,26750,29939,30746,32159,31049,29966,29408,33229
Jackson,"Jackson Parish, Louisiana",Louisiana,15434,15828,15963,17321,15705,15119,15236,16109
Jefferson,"Jefferson Davis Parish, Louisiana",Louisiana,103873,208769,337568,454592,448306,31020,31027,31434
Jefferson Davis,"Jefferson Parish, Louisiana",Louisiana,26298,29825,29554,32168,30722,451109,429241,435092
Lafayette,"Lafayette Parish, Louisiana",Louisiana,57743,84656,109716,150017,164762,185654,216428,231811
Lafourche,"Lafourche Parish, Louisiana",Louisiana,42209,55381,68941,82483,85860,88258,94693,97474
La Salle,"LaSalle Parish, Louisiana",Louisiana,12717,13011,13295,17004,13662,13358,13647,14899
Lincoln,"Lincoln Parish, Louisiana",Louisiana,25782,28535,33800,39763,41745,37200,41852,47349
Livingston,"Livingston Parish, Louisiana",Louisiana,20054,26974,36511,58806,70526,91230,126834,133949
Madison,"Madison Parish, Louisiana",Louisiana,17451,16444,15065,15975,12463,12261,10502,11873
Morehouse,"Morehouse Parish, Louisiana",Louisiana,32038,33709,32463,34803,31938,30066,27211,27012
Natchitoches,"Natchitoches Parish, Louisiana",Louisiana,38144,35653,35219,39863,36689,36476,37376,39330
Orleans,"Orleans Parish, Louisiana",Louisiana,570445,627525,593471,557515,496938,467033,330664,376738
Ouachita,"Ouachita Parish, Louisiana",Louisiana,74713,101663,115387,139241,142191,142285,148186,155769
Plaquemines,"Plaquemines Parish, Louisiana",Louisiana,14239,22545,25225,26049,25575,26029,22770,23599
Pointe Coupee,"Pointe Coupee Parish, Louisiana",Louisiana,21841,22488,22002,24045,22540,22426,22686,22498
Rapides,"Rapides Parish, Louisiana",Louisiana,90648,111351,118078,135282,131556,120833,127112,132225
Red River,"Red River Parish, Louisiana",Louisiana,12113,9978,9226,10433,9387,9339,8927,8838
Richland,"Richland Parish, Louisiana",Louisiana,26672,23824,21774,22187,20629,19812,19686,20777
Sabine,"Sabine Parish, Louisiana",Louisiana,20880,18564,18638,25280,22646,23042,23793,24248
