H010001,NAME,state,county
123509,"Sebastian County, Arkansas",05,131
16885,"Sevier County, Arkansas",05,133
17075,"Sharp County, Arkansas",05,135
12243,"Stone County, Arkansas",05,137
41115,"Union County, Arkansas",05,139
17106,"Van Buren County, Arkansas",05,141
195502,"Washington County, Arkansas",05,143
73824,"White County, Arkansas",05,145
21862,"Yell County, Arkansas",05,149
21194,"Colusa County, California",06,011
215058,"Butte County, California",06,007
1472829,"Alameda County, California",06,001
1151,"Alpine County, California",06,003
33540,"Amador County, California",06,005
45085,"Calaveras County, California",06,009
1038711,"Contra Costa County, California",06,013
24792,"Del Norte County, California",06,015
131402,"Kings County, California",06,031
27806,"Glenn County, California",06,021
129609,"Humboldt County, California",06,023
163844,"Imperial County, California",06,025
179415,"El Dorado County, California",06,017
912927,"Fresno County, California",06,019
18113,"Inyo County, California",06,027
802874,"Kern County, California",06,029
17526,"Mariposa County, California",06,043
63580,"Lake County, California",06,033
25116,"Lassen County, California",06,035
9646924,"Los Angeles County, California",06,037
142241,"Madera County, California",06,039
243365,"Marin County, California",06,041
2970996,"Orange County, California",06,059
85797,"Mendocino County, California",06,045
250897,"Merced County, California",06,047
9329,"Modoc County, California",06,049
13980,"Mono County, California",06,051
396355,"Monterey County, California",06,053
131566,"Napa County, California",06,055
97589,"Nevada County, California",06,057
1995156,"San Bernardino County, California",06,071
1395001,"Sacramento County, California",06,067
54980,"San Benito County, California",06,069
344625,"Placer County, California",06,061
19730,"Plumas County, California",06,063
2153812,"Riverside County, California",06,065
54116,"Autauga County, Alabama",01,001
20691,"Bibb County, Alabama",01,007
33757,"Chambers County, Alabama",01,017
25699,"Cherokee County, Alabama",01,019
25553,"Clarke County, Alabama",01,025
20614,"Butler County, Alabama",01,013
56833,"Blount County, Alabama",01,009
9224,"Bullock County, Alabama",01,011
43250,"Chilton County, Alabama",01,021
13730,"Choctaw County, Alabama",01,023
11415,"Coosa County, Alabama",01,037
13677,"Clay County, Alabama",01,027
14794,"Cleburne County, Alabama",01,029
49348,"Coffee County, Alabama",01,031
13183,"Conecuh County, Alabama",01,035
53954,"Colbert County, Alabama",01,033
35120,"Escambia County, Alabama",01,053
37190,"Covington County, Alabama",01,039
13774,"Crenshaw County, Alabama",01,041
79350,"Cullman County, Alabama",01,043
49334,"Dale County, Alabama",01,045
43034,"Dallas County, Alabama",01,047
70327,"DeKalb County, Alabama",01,049
73820,"Elmore County, Alabama",01,051
15426,"Hale County, Alabama",01,065
102345,"Etowah County, Alabama",01,055
16950,"Fayette County, Alabama",01,057
31432,"Franklin County, Alabama",01,059
26561,"Geneva County, Alabama",01,061
9000,"Greene County, Alabama",01,063
135837,"Lee County, Alabama",01,081
17103,"Henry County, Alabama",01,067
100131,"Houston County, Alabama",01,069
52630,"Jackson County, Alabama",01,071
642692,"Jefferson County, Alabama",01,073
14347,"Lamar County, Alabama",01,075
90818,"Lauderdale County, Alabama",01,077
34110,"Lawrence County, Alabama",01,079
22838,"Monroe County, Alabama",01,099
79875,"Limestone County, Alabama",01,083
11203,"Lowndes County, Alabama",01,085
19680,"Macon County, Alabama",01,087
326769,"Madison County, Alabama",01,089
20773,"Marengo County, Alabama",01,091
29908,"Marion County, Alabama",01,093
406184,"Mobile County, Alabama",01,097
91972,"Marshall County, Alabama",01,095
81626,"St. Clair County, Alabama",01,115
220281,"Montgomery County, Alabama",01,101
117357,"Morgan County, Alabama",01,103
9870,"Perry County, Alabama",01,105
19412,"Pickens County, Alabama",01,107
30936,"Pike County, Alabama",01,109
22506,"Randolph County, Alabama",01,111
52373,"Russell County, Alabama",01,113
66157,"Walker County, Alabama",01,127
192511,"Shelby County, Alabama",01,117
